D (m),L (m),P (kPa),G (kg m-2s-1),Tin (C),Xe (-),CHF (kW m-2)
0.00394,3.12,794,1320,66.13,0.555,658
0.00394,3.12,3119,842,59.48,0.922,641
0.00394,3.12,2687,846,57.74,0.922,645
0.00394,3.12,1961,914,57.4,0.846,653
0.00394,3.12,1775,955,58.97,0.803,654
0.00394,3.12,873,1232,60.95,0.6,662
0.00394,3.12,1108,553,58.89,0.94,421
0.00394,3.12,853,568,58.74,0.917,422
0.00394,3.12,2236,522,51.79,0.977,418
0.00394,3.12,2138,522,51.66,0.98,419
0.00394,2.08,3658,900,51.34,0.842,984
0.00394,2.08,3256,915,49.99,0.829,991
0.00394,2.08,2805,942,51,0.806,997
0.00394,2.08,2452,964,49.92,0.796,1010
0.00394,2.08,2216,997,50.57,0.764,1013
0.00394,2.08,2108,1025,51.58,0.739,1015
0.00394,2.08,1991,1040,52.49,0.73,1017
0.00394,2.08,1883,1075,54.96,0.703,1018
0.00394,2.08,1765,1096,55.08,0.688,1020
0.00394,2.08,1667,1147,56.14,0.649,1021
0.00394,2.08,1481,1219,57.95,0.603,1023
0.00394,2.08,932,1414,27.26,0.423,998
0.00394,2.08,3275,942,59.22,0.827,1001
0.00394,2.08,2854,952,59.24,0.825,1008
0.00394,2.08,2481,1000,59.71,0.779,1014
0.00394,2.08,2138,1054,59.79,0.731,1019
0.00394,2.08,1706,1152,60.7,0.657,1025
0.00394,2.08,1510,1213,60.37,0.615,1027
0.00394,2.08,1314,1280,60.61,0.578,1030
0.00394,2.08,3040,666,58.11,0.902,751
0.00394,2.08,2089,701,58.02,0.877,771
0.00394,2.08,1873,714,58.02,0.864,775
0.00394,2.08,1863,714,57.49,0.852,768
0.00394,2.08,1255,783,57.41,0.777,779
0.00394,2.08,941,882,58.8,0.678,783
0.00394,2.08,804,943,59.03,0.624,782
0.00394,2.08,657,1001,59.57,0.587,783
0.00394,2.08,569,1036,60.19,0.568,784
0.00394,2.08,3589,663,58.46,0.889,741
0.00394,2.08,3315,663,58.8,0.902,747
0.00394,2.08,2726,678,58.13,0.896,760
0.00394,2.08,1981,701,57.72,0.886,776
0.00394,2.08,1706,719,58.31,0.868,781
0.00394,2.08,1422,748,58.54,0.819,775
0.00394,2.08,1245,782,57.5,0.777,778
0.00394,2.08,1000,848,58.45,0.709,781
0.00394,2.08,873,882,58.09,0.679,783
0.00394,2.08,3442,1493,49.5,0.669,1421
0.00394,2.08,3011,1563,50.09,0.634,1431
0.00394,2.08,2834,1569,49.71,0.625,1421
0.00394,2.08,2697,1611,51.26,0.607,1425
0.00394,2.08,2354,1681,51.86,0.578,1432
0.00394,2.08,2010,1894,53.01,0.486,1438
0.00394,2.08,3501,1540,55.16,0.651,1426
0.00394,2.08,2834,1653,55.22,0.598,1441
0.00394,2.08,2432,1729,53.52,0.568,1454
0.00394,2.08,2177,1844,58.42,0.526,1455
0.00394,1.04,3658,861,58.52,0.772,1758
0.00394,1.04,3138,871,58.43,0.773,1774
0.00394,1.04,2736,892,62.89,0.766,1783
0.00394,1.04,2236,929,58.73,0.716,1779
0.00394,1.04,2059,956,57.93,0.69,1784
0.00394,1.04,1383,1128,58.83,0.568,1808
0.00394,1.04,1324,1128,59.3,0.571,1808
0.00394,1.04,1206,1157,61.23,0.56,1811
0.00394,1.04,3472,861,59.88,0.758,1731
0.00394,1.04,2942,874,59.91,0.754,1744
0.00394,1.04,2579,896,59.84,0.736,1752
0.00394,1.04,2138,939,60.27,0.705,1771
0.00394,1.04,1893,988,60.03,0.662,1778
0.00394,1.04,1677,1021,60.52,0.634,1774
0.00394,1.04,1442,1046,60.43,0.622,1780
0.00394,1.04,3766,684,43.45,0.836,1510
0.00394,1.04,3413,706,44.16,0.808,1522
0.00394,1.04,3148,713,44.26,0.805,1530
0.00394,1.04,2462,732,44.41,0.795,1549
0.00394,1.04,2256,755,45.83,0.77,1556
0.00394,1.04,2050,767,46.2,0.761,1564
0.00394,1.04,1824,775,46.3,0.76,1572
0.00394,1.04,1579,805,47.34,0.725,1570
0.00394,1.04,1294,853,47.41,0.68,1579
0.00394,1.04,1147,913,52.15,0.633,1582
0.00394,1.04,3472,701,53.66,0.816,1494
0.00394,1.04,2560,732,53.41,0.795,1524
0.00394,1.04,2001,769,54.2,0.762,1543
0.00394,1.04,1412,857,55.79,0.677,1560
0.00394,1.04,1118,954,56.92,0.596,1568
0.00776,3.12,3717,626,110.84,0.878,826
0.00776,3.12,3442,645,117.9,0.863,828
0.00776,3.12,3275,659,118.75,0.844,830
0.00776,3.12,3197,668,125.49,0.848,832
0.00776,3.12,2687,679,113.24,0.817,840
0.00776,3.12,1863,854,120.77,0.639,850
0.00777,3.12,1510,1010,126.18,0.539,858
0.00777,3.12,1400,1083,127.37,0.494,852
0.00777,3.12,1317,1146,128.87,0.468,855
0.00777,3.12,1227,1231,129.25,0.431,855
0.00777,3.12,1131,1296,129.66,0.412,858
0.00777,3.12,1089,1337,129.56,0.4,861
0.00777,3.12,1048,1380,128.51,0.384,861
0.00777,3.12,1027,1408,128.3,0.375,861
0.00777,3.12,1014,1416,127.25,0.371,861
0.00776,3.12,3266,385,101.04,0.97,556
0.00776,3.12,2981,389,101.27,0.962,558
0.00776,3.12,2756,391,102.43,0.963,560
0.00776,3.12,2236,406,108.3,0.944,565
0.00776,3.12,2059,412,113.66,0.942,566
0.00776,3.12,1883,416,114.49,0.94,569
0.00776,3.12,1775,433,116.32,0.902,570
0.00776,3.12,1746,429,117.11,0.916,571
0.00776,3.12,1530,450,121.19,0.871,568
0.00776,3.12,1363,465,121.35,0.846,571
0.00776,3.12,1118,531,123.95,0.736,572
0.00776,3.12,1069,554,124.95,0.707,574
0.00776,3.12,1040,579,125.81,0.673,573
0.00776,3.12,1000,596,126.86,0.654,573
0.00776,3.12,902,654,122.99,0.586,575
0.00776,3.12,785,744,127.58,0.521,577
0.00776,3.12,3226,425,159.68,0.97,548
0.00776,3.12,2775,433,161.71,0.961,551
0.00776,3.12,2599,448,168.74,0.943,552
0.00776,3.12,2432,448,168.65,0.948,554
0.00776,3.12,2295,456,170.25,0.935,555
0.00776,3.12,2226,454,172.25,0.946,556
0.00776,3.12,2040,473,173.51,0.913,558
0.00776,3.12,1932,475,170.88,0.905,559
0.00776,3.12,1814,482,171.05,0.896,561
0.00776,3.12,1677,501,169.81,0.862,563
0.00776,3.12,3511,241,125.78,0.976,334
0.00776,3.12,3217,245,124.46,0.96,336
0.00776,3.12,2579,249,120.04,0.946,340
0.00776,3.12,2471,254,122.97,0.93,340
0.00776,3.12,2010,249,122.96,0.966,343
0.00776,3.12,1510,256,128.3,0.968,348
0.00776,3.12,1089,266,132.84,0.96,354
0.00776,3.12,892,281,136.12,0.927,358
0.00776,3.12,657,290,123.96,0.892,363
0.00776,3.12,647,292,123.81,0.885,363
0.00776,3.12,559,300,121.98,0.868,366
0.00776,3.12,510,315,120.77,0.814,362
0.00776,3.12,461,323,117.17,0.79,363
0.00776,3.12,422,336,115.05,0.758,364
0.00776,3.12,392,349,108.8,0.72,365
0.00776,2.08,3844,592,112.36,0.849,1141
0.00776,2.08,3442,611,111.75,0.819,1147
0.00776,2.08,2873,626,112.77,0.81,1158
0.00776,2.08,2442,649,112.85,0.787,1169
0.00776,2.08,1363,878,120.88,0.585,1199
0.00776,2.08,1187,969,122.98,0.531,1205
0.00776,2.08,1363,878,122.06,0.588,1199
0.00776,2.08,1618,808,122.61,0.64,1192
0.00776,2.08,1500,842,122.55,0.613,1194
0.00776,2.08,1285,926,124.39,0.559,1202
0.00776,2.08,1108,1029,126.59,0.505,1208
0.00776,2.08,1010,1095,126.6,0.474,1212
0.00776,2.08,902,1162,126.51,0.448,1214
0.00776,2.08,814,1233,126.77,0.423,1213
0.00776,2.08,765,1270,125.08,0.409,1215
0.00776,2.08,745,1277,123.97,0.405,1215
0.00776,2.08,4089,588,112.03,0.865,1150
0.00776,2.08,4040,585,111.69,0.872,1151
0.00776,2.08,3638,615,113.69,0.825,1157
0.00776,2.08,3246,603,117.24,0.867,1165
0.00776,2.08,2481,687,126.74,0.769,1180
0.00776,2.08,2638,700,135.48,0.765,1176
0.00776,2.08,3070,632,139.88,0.871,1168
0.00776,2.08,2020,757,144.1,0.736,1194
0.00776,2.08,2226,727,147.54,0.766,1180
0.00776,2.08,3776,579,96.93,0.848,1150
0.00776,2.08,3491,603,99.14,0.81,1153
0.00776,2.08,3697,581,98.85,0.851,1151
0.00776,2.08,2991,600,105.04,0.844,1163
0.00776,2.08,3295,600,106.35,0.838,1157
0.00776,2.08,3491,600,106.74,0.834,1153
0.00776,2.08,3020,619,107.06,0.812,1163
0.00776,2.08,2736,623,112.19,0.826,1169
0.00776,2.08,2805,628,119.83,0.834,1169
0.00776,2.08,2432,653,125.59,0.815,1176
0.00776,2.08,2324,664,126.53,0.804,1178
0.00776,2.08,1844,761,131.05,0.704,1192
0.00776,2.08,1589,844,133.91,0.636,1199
0.00776,2.08,1648,844,137.87,0.642,1197
0.00776,2.08,1393,952,138.15,0.568,1206
0.00776,2.08,1245,1047,141.64,0.521,1210
0.00776,2.08,3933,463,103.46,0.887,937
0.00776,2.08,3256,482,105.12,0.859,948
0.00776,2.08,2864,480,105.7,0.874,953
0.00776,2.08,2569,482,106.33,0.88,959
0.00776,2.08,2167,484,110.33,0.885,956
0.00776,2.08,1687,531,115.32,0.816,967
0.00776,2.08,1294,615,120.49,0.707,976
0.00776,2.08,1079,691,123.49,0.633,983
0.00776,2.08,804,838,129.54,0.518,966
0.00776,2.08,775,886,129.62,0.488,967
0.00776,2.08,696,1080,127.49,0.387,967
0.00776,2.08,667,1089,119.16,0.37,968
0.00776,2.08,3521,476,97.08,0.877,966
0.00776,2.08,2864,476,99.06,0.902,980
0.00776,2.08,2707,482,98.98,0.892,984
0.00776,2.08,2560,489,99.95,0.886,990
0.00776,2.08,2207,495,100.92,0.883,995
0.00776,2.08,1952,512,101.74,0.855,1000
0.00776,2.08,2393,497,104.57,0.88,991
0.00776,2.08,2530,486,104.24,0.903,990
0.00776,2.08,2354,495,108.61,0.874,974
0.00776,2.08,2138,516,109.34,0.839,980
0.00776,2.08,1952,525,110.51,0.829,983
0.00776,2.08,1834,531,110.72,0.824,987
0.00776,2.08,1697,544,113.03,0.809,990
0.00776,2.08,1608,560,112.85,0.784,992
0.00776,2.08,1520,586,114.72,0.75,996
0.00776,2.08,1314,640,119.58,0.692,1000
0.00776,2.08,1059,751,122.4,0.586,1004
0.00776,2.08,990,782,123.35,0.561,1001
0.00776,2.08,3923,332,94.97,0.921,701
0.00776,2.08,3128,334,94.75,0.94,715
0.00776,2.08,2883,343,95.42,0.919,721
0.00776,2.08,2707,340,94.23,0.933,724
0.00776,2.08,1873,349,98.09,0.941,739
0.00776,2.08,1726,355,99.46,0.93,742
0.00776,2.08,1324,372,102.44,0.871,729
0.00776,2.08,1628,362,105.91,0.897,725
0.00776,2.08,1451,385,127.02,0.883,727
0.00776,2.08,1118,402,109.79,0.818,733
0.00776,2.08,1344,376,108.62,0.874,730
0.00776,2.08,1118,406,110.02,0.809,733
0.00776,2.08,981,431,113.27,0.768,736
0.00776,2.08,912,450,114.04,0.735,737
0.00776,2.08,873,461,115.42,0.72,738
0.00776,2.08,785,531,124.05,0.637,743
0.00776,2.08,706,554,125.49,0.615,744
0.00776,2.08,2462,355,100.76,0.92,738
0.00776,2.08,2334,355,100.53,0.926,741
0.00776,2.08,1746,366,104.81,0.924,753
0.00776,2.08,1255,395,104.59,0.858,760
0.00776,2.08,1118,406,107.42,0.818,744
0.00776,2.08,1010,423,108.91,0.787,746
0.00776,2.08,2824,279,92.73,0.925,592
0.00776,2.08,2579,277,94.2,0.945,595
0.00776,2.08,2265,277,94.07,0.954,599
0.00776,2.08,1952,277,95.57,0.966,602
0.00776,2.08,1559,279,95.86,0.956,599
0.00776,2.08,1402,281,99.32,0.963,602
0.00776,2.08,1187,290,100.99,0.937,604
0.00776,2.08,1079,288,105.3,0.958,605
0.00776,2.08,892,306,105.49,0.901,607
0.00776,2.08,814,326,114.76,0.852,603
0.00776,2.08,804,321,113.28,0.865,603
0.00776,2.08,745,324,113.83,0.86,604
0.00776,2.08,667,345,115.62,0.81,605
0.00776,2.08,628,361,114.82,0.756,595
0.00776,1.04,3678,222,73,0.858,930
0.00776,1.04,2648,220,73.12,0.905,952
0.00776,1.04,2285,220,75.27,0.919,957
0.00776,1.04,2001,233,75.48,0.864,966
0.00776,1.04,1746,239,78.16,0.852,973
0.00776,1.04,1461,241,79.48,0.858,979
0.00776,1.04,1049,256,81.18,0.818,989
0.00776,1.04,824,268,91.34,0.796,984
0.00776,1.04,892,262,92.67,0.826,992
0.00776,1.04,3148,325,87.06,0.865,1330
0.00776,1.04,2903,325,85.36,0.87,1338
0.00776,1.04,2246,332,88.83,0.875,1358
0.00776,1.04,1844,345,93.45,0.858,1372
0.00776,1.04,1393,365,94.72,0.82,1387
0.00776,1.04,1294,386,97.76,0.773,1387
0.00776,1.04,1147,391,96.52,0.765,1391
0.00993,3.12,3933,274,110.11,0.922,480
0.00993,3.12,3589,277,117.3,0.924,479
0.00993,3.12,3207,274,116.48,0.944,482
0.00993,3.12,2805,279,121.72,0.943,485
0.00993,3.12,2481,280,127.45,0.941,480
0.00993,3.12,2265,280,134.95,0.967,483
0.00993,3.12,1677,283,140.87,0.984,488
0.00993,3.12,745,276,91.54,0.939,495
0.00993,3.12,647,282,111.54,0.958,494
0.00993,3.12,500,298,84.7,0.866,500
0.00993,3.12,471,296,78.35,0.857,498
0.00993,3.12,3815,442,109.01,0.909,768
0.00993,3.12,3413,446,113.57,0.926,778
0.00993,3.12,3079,450,119.14,0.924,775
0.00993,3.12,2599,478,127.32,0.892,786
0.00993,3.12,2010,456,106.42,0.883,772
0.00993,3.12,1667,473,109.74,0.869,782
0.00993,3.12,1412,503,102.99,0.798,784
0.00993,3.12,981,595,116.1,0.696,792
0.00993,3.12,804,672,120.13,0.627,802
0.00993,3.12,647,711,120.51,0.6,804
0.00993,3.12,3668,521,131.45,0.924,876
0.00993,3.12,3158,531,138.81,0.937,889
0.00993,3.12,2579,575,144.91,0.888,908
0.00993,3.12,2295,582,148.77,0.882,904
0.00993,3.12,1961,620,145.31,0.817,906
0.00993,3.12,2118,600,143.41,0.842,905
0.00993,3.12,1746,593,129.6,0.846,921
0.00993,3.12,1442,648,132.82,0.762,910
0.00993,3.12,1255,694,134.54,0.713,911
0.00993,3.12,1010,820,136.92,0.599,909
0.00993,3.12,1236,163,107.65,0.929,284
0.00993,3.12,1079,162,114.76,0.942,281
0.00993,3.12,902,160,117.56,0.969,282
0.00993,3.12,824,160,120.47,0.973,281
0.00993,2.08,922,524,79.61,0.656,1089
0.00993,2.08,834,562,110.84,0.668,1090
0.00993,2.08,726,620,83.07,0.545,1093
0.00993,2.08,667,663,84.54,0.511,1102
0.00993,2.08,628,685,86.36,0.495,1099
0.00993,2.08,530,730,87.91,0.457,1080
0.00993,2.08,481,729,79.63,0.443,1075
0.00993,2.08,3687,393,98.67,0.934,1065
0.00993,2.08,3217,398,106.97,0.931,1059
0.00993,2.08,2873,405,108.27,0.921,1065
0.00993,2.08,2550,409,113,0.924,1067
0.00993,2.08,2520,412,115.14,0.923,1069
0.00993,2.08,2099,422,120.14,0.913,1072
0.00993,2.08,1863,430,122.89,0.897,1068
0.00993,2.08,3864,291,132.29,0.922,732
0.00993,2.08,3570,295,137.67,0.91,726
0.00993,2.08,3374,295,140.38,0.925,731
0.00993,2.08,3128,287,146.4,0.969,729
0.00993,2.08,2795,290,151.95,0.947,714
0.00993,2.08,2363,294,155.97,0.958,724
0.00993,2.08,2059,296,157.44,0.959,726
0.00993,2.08,1775,296,159.35,0.979,735
0.00993,2.08,1481,315,160.2,0.944,753
0.00993,2.08,1657,310,159.77,0.949,747
0.00993,2.08,1442,323,159.82,0.912,748
0.00993,2.08,1363,295,125.36,0.937,752
0.00993,2.08,1040,321,124.4,0.864,759
0.00993,2.08,1196,314,123.8,0.888,764
0.00993,2.08,932,337,124.19,0.821,760
0.00993,2.08,853,349,125.96,0.8,763
0.00993,2.08,637,402,127.64,0.732,798
0.00993,2.08,549,448,126.69,0.63,772
0.00993,2.08,412,548,118.42,0.505,776
0.00993,2.08,3795,213,124.5,0.901,535
0.00993,2.08,3403,216,127.78,0.907,541
0.00993,2.08,2981,217,128.46,0.898,538
0.00993,2.08,2432,215,138.04,0.932,537
0.00993,2.08,2059,215,140.23,0.946,540
0.00993,2.08,1706,212,141.52,0.976,544
0.00993,2.08,1089,216,147.09,0.978,545
0.00993,2.08,667,224,99.28,0.9,571
0.00993,2.08,588,225,100.34,0.905,573
0.00993,2.08,569,225,99.27,0.912,578
0.00993,2.08,490,231,97,0.883,577
0.00993,2.08,431,239,98.55,0.855,576
0.00993,2.08,363,265,99.39,0.776,581
0.00993,2.08,235,321,86.56,0.626,587
0.00993,2.08,3668,435,102.85,0.915,1152
0.00993,2.08,3393,438,105.85,0.919,1157
0.00993,2.08,3030,445,110.58,0.914,1159
0.00993,2.08,2383,465,117.35,0.89,1166
0.00993,2.08,2118,470,123.47,0.886,1158
0.00993,2.08,1765,504,128.52,0.838,1169
0.00993,2.08,1706,533,132.15,0.794,1171
0.00993,2.08,1383,562,135.46,0.762,1173
0.00993,2.08,1157,650,141.48,0.667,1181
0.00993,2.08,1108,663,139.96,0.654,1185
0.00993,2.08,1089,673,140.57,0.643,1183
0.00993,2.08,1049,679,139.57,0.635,1180
0.00993,2.08,1000,688,139.28,0.625,1177
0.00993,2.08,971,698,138.21,0.614,1177
0.00993,2.08,843,704,134.84,0.613,1187
0.00993,2.08,608,857,117.77,0.469,1180
0.00993,1.04,3697,190,107.64,0.851,947
0.00993,1.04,2893,188,120.04,0.896,946
0.00993,1.04,3070,192,123.68,0.886,952
0.00993,1.04,2726,201,124.96,0.84,952
0.00993,1.04,2412,200,129.59,0.859,952
0.00993,1.04,2265,203,129.55,0.861,966
0.00993,1.04,2079,203,131.15,0.872,971
0.00993,1.04,1863,207,134.41,0.865,974
0.00993,1.04,1697,204,137.27,0.893,978
0.00993,1.04,1589,206,139.07,0.897,986
0.00993,1.04,1481,206,141.39,0.906,988
0.00993,1.04,1344,204,140.86,0.925,996
0.00993,1.04,1245,206,143.28,0.917,991
0.00993,1.04,1167,206,143.05,0.92,993
0.00993,1.04,3070,202,112.34,0.868,1009
0.00993,1.04,2766,208,112.37,0.838,1010
0.00993,1.04,1108,218,124.95,0.867,1035
0.00993,1.04,1030,220,127.72,0.875,1044
0.00993,1.04,2462,209,113.56,0.835,1007
0.00993,1.04,2118,209,114.74,0.851,1016
0.00993,1.04,1824,213,116.81,0.839,1015
0.00993,1.04,1667,213,118.96,0.861,1029
0.00993,1.04,1285,217,121.09,0.85,1025
0.00993,1.04,3413,201,101.72,0.868,1027
0.00993,1.04,3020,202,100.17,0.866,1032
0.00993,1.04,2628,203,98.17,0.863,1036
0.00993,1.04,2236,207,100.47,0.859,1044
0.00993,1.04,1912,209,101.1,0.857,1047
0.00993,1.04,1618,214,101.56,0.841,1051
0.00993,1.04,1353,212,100.41,0.865,1062
0.00996,0.96,2010,252,54.21,0.865,1510
0.00996,0.96,814,318,48.32,0.657,1535
0.00996,0.96,912,183,40.41,0.815,1057
0.00996,0.96,2981,179,35.57,0.88,1130
0.00996,0.96,2491,181,36.23,0.901,1157
0.00996,0.96,2275,183,36.01,0.877,1150
0.00996,0.96,2138,177,39.2,0.87,1098
0.00996,0.96,2050,175,37.34,0.883,1097
0.00996,0.96,1853,177,38.53,0.86,1083
0.00996,0.96,1481,175,39.76,0.856,1060
0.00996,0.96,1353,173,38.83,0.857,1048
0.00996,0.96,1255,174,39.94,0.859,1055
0.00996,0.96,1187,173,39.9,0.865,1055
0.00996,0.96,1079,174,39.7,0.863,1055
0.00996,0.96,1010,183,41.44,0.851,1090
0.00996,0.96,1000,183,42.66,0.842,1082
0.00996,0.96,961,181,40.37,0.84,1069
0.00996,0.96,912,181,40.65,0.819,1051
0.00996,0.96,912,183,40.41,0.815,1057
0.00996,0.96,873,183,38.23,0.817,1063
0.00996,0.96,804,203,43.24,0.749,1090
0.00996,0.96,628,194,24.22,0.76,1082
0.00996,0.96,628,201,40.97,0.757,1083
0.00996,0.96,520,203,40.12,0.739,1071
0.00996,0.96,2422,270,40.1,0.777,1555
0.00996,0.96,2285,277,41.05,0.754,1555
0.00996,0.96,2118,278,41.79,0.758,1562
0.00996,0.96,1981,278,42.4,0.755,1552
0.00996,0.96,1746,279,43.73,0.751,1542
0.00996,0.96,1579,282,45.91,0.741,1535
0.00996,0.96,1383,290,46.62,0.715,1528
0.00996,0.96,1216,292,46.56,0.72,1536
0.00996,0.96,1049,302,48.21,0.685,1524
0.00996,0.96,932,308,48.56,0.678,1532
0.00996,0.96,814,318,49.28,0.657,1532
0.00996,0.96,598,341,48.8,0.607,1532
0.00996,0.96,549,351,53.03,0.599,1537
0.00996,0.96,510,351,53.48,0.596,1523
0.00996,0.96,471,363,53.03,0.574,1528
0.00996,0.96,2903,673,63.39,0.6,3164
0.00996,0.96,2716,684,79.18,0.628,3180
0.00996,0.96,2511,678,80.72,0.597,3025
0.00996,0.96,2275,683,82.89,0.594,3002
0.00996,0.96,2108,696,83.6,0.584,3005
0.00996,0.96,1853,715,83.47,0.564,2994
0.00996,0.96,1638,717,83.88,0.561,2962
0.00996,0.96,1549,776,74.57,0.527,3137
0.00996,0.96,1402,833,80.52,0.493,3144
0.00996,0.96,1255,908,92.72,0.467,3157
0.00996,0.96,912,1012,97.93,0.427,3149
0.00996,0.96,1030,1036,92.48,0.424,3307
0.00996,0.96,824,1060,98.7,0.408,3147
0.00996,0.96,3020,398,62.49,0.74,2138
0.00996,0.96,2775,381,58.25,0.768,2111
0.00996,0.96,2609,389,58.37,0.735,2086
0.00996,0.96,1471,404,55.7,0.661,1986
0.00996,0.96,1461,403,55.11,0.662,1986
0.00996,0.96,1275,407,56.74,0.655,1966
0.00996,0.96,1177,418,56.96,0.626,1951
0.00996,0.96,1059,422,58.93,0.629,1955
0.00996,0.96,883,443,60.26,0.6,1958
0.00996,0.96,736,470,59.54,0.555,1948
0.00996,0.96,618,493,60.65,0.529,1948
0.00996,0.96,441,557,64.64,0.472,1951
0.00996,0.96,2873,354,57.97,0.734,1908
0.00996,0.96,2785,359,58.94,0.736,1931
0.00996,0.96,2324,380,57.11,0.692,1958
0.00996,0.96,451,511,63.57,0.496,1868
0.00996,0.96,1471,393,57.61,0.675,1948
0.00996,0.96,1275,404,59.85,0.65,1931
0.00996,0.96,1000,426,60.36,0.602,1901
0.00996,0.96,726,452,59.68,0.563,1890
0.00996,0.96,549,482,58.29,0.525,1890
0.00996,0.96,382,537,66.23,0.478,1868
0.00996,0.96,2922,1371,115.45,0.359,4131
0.00996,0.96,2805,1678,120.54,0.277,4284
0.00996,0.96,2618,1742,122.1,0.264,4253
0.00996,0.96,2363,1949,130.53,0.242,4277
0.00996,0.96,2256,1974,130.98,0.242,4277
0.00996,0.96,2883,1579,121.72,0.302,4216
0.00996,0.96,2971,1283,114.81,0.382,4019
0.00996,0.96,2569,1335,118.39,0.373,3996
0.00996,0.96,2373,1367,123.01,0.371,3963
0.00996,0.96,2295,1406,123.47,0.359,3963
0.00996,0.96,2099,1464,126.27,0.347,3943
0.00996,0.96,2079,1470,129.51,0.352,3943
0.00996,0.96,2040,1511,129.18,0.338,3943
0.00996,0.96,2010,1522,128.38,0.334,3943
0.00996,0.96,1942,1541,128.17,0.33,3943
0.00996,0.96,1775,1538,129.05,0.343,3963
0.00996,0.96,1520,1677,129.33,0.313,3963
0.00996,0.96,3070,1289,128.15,0.406,4013
0.00996,0.96,3089,1264,122.64,0.4,3979
0.00996,0.96,2785,1294,121.29,0.389,3966
0.00996,0.96,2471,1344,120.14,0.368,3943
0.00996,0.96,1952,1419,123.74,0.366,3953
0.00996,0.96,1765,1457,124.99,0.355,3904
0.00996,0.96,1863,1469,128.3,0.359,3943
0.00996,0.96,2314,1357,122.29,0.375,3953
0.00996,0.96,2452,957,108.59,0.502,3536
0.00996,0.96,2324,991,108.11,0.475,3523
0.00996,0.96,2226,1017,109.47,0.455,3483
0.00996,0.96,1991,1021,110.87,0.469,3510
0.00996,0.96,1785,1095,112.13,0.435,3526
0.00996,0.96,1599,1123,112.8,0.423,3497
0.00996,0.96,1471,1170,113.08,0.403,3493
0.00996,0.96,1344,1195,113.59,0.402,3513
0.00996,0.96,1265,1226,113.73,0.392,3513
0.00996,0.96,2942,883,110.42,0.549,3493
0.00996,0.96,2766,905,110,0.53,3487
0.00996,0.96,2452,960,106.22,0.482,3480
0.00996,0.96,2363,936,107.64,0.507,3480
0.00996,0.96,2001,1021,108.31,0.458,3487
0.00996,0.96,1746,1124,110.26,0.409,3490
0.00996,0.96,1432,1153,110.09,0.401,3457
0.00996,0.96,1000,1275,113.42,0.379,3467
0.00996,0.96,2942,2388,141.5,0.181,4529
0.00996,0.96,2785,2372,141.48,0.19,4529
0.00996,0.96,2697,2375,141.92,0.194,4529
0.00996,0.96,2422,2410,140.14,0.196,4532
0.00999,0.6,2991,220,39.61,0.751,2002
0.00999,0.6,2305,225,39.16,0.737,2009
0.00999,0.6,2599,221,37.54,0.75,2009
0.00999,0.6,1775,228,38.86,0.726,1998
0.00999,0.6,1775,235,38.86,0.693,1998
0.00999,0.6,1549,237,40.85,0.695,1998
0.00999,0.6,1344,239,39.94,0.696,2010
0.00999,0.6,1294,245,40.47,0.674,2010
0.00999,0.6,1265,252,40.81,0.638,1989
0.00999,0.6,1138,254,40.05,0.633,1987
0.00999,0.6,1030,258,41.62,0.624,1982
0.00999,0.6,941,251,41.81,0.652,1979
0.00999,0.6,2697,226,40.48,0.744,2035
0.00999,0.6,2648,224,41.53,0.755,2031
0.00999,0.6,1893,231,41.36,0.728,2023
0.00999,0.6,1795,232,40.89,0.719,2013
0.00999,0.6,1677,232,40.65,0.722,2013
0.00999,0.6,1461,233,40.27,0.721,2013
0.00999,0.6,1059,248,40.75,0.662,1991
0.00999,0.6,932,257,41.14,0.635,1991
0.00999,0.6,736,256,41.36,0.65,1991
0.00999,0.6,637,292,42.99,0.548,1991
0.00999,0.6,2981,411,54.26,0.695,3462
0.00999,0.6,2834,411,54.26,0.695,3456
0.00999,0.6,2952,411,54.37,0.69,3445
0.00999,0.6,2834,411,54.26,0.688,3435
0.00999,0.6,2658,418,56.13,0.679,3441
0.00999,0.6,2589,423,56.24,0.665,3435
0.00999,0.6,2462,428,56.15,0.658,3444
0.00999,0.6,2050,428,56.26,0.667,3444
0.00999,0.6,2687,424,51.03,0.667,3491
0.00999,0.6,2560,411,51.26,0.7,3481
0.00999,0.6,2540,415,52.47,0.692,3478
0.00999,0.6,1883,428,54.48,0.671,3456
0.00999,0.6,1608,443,55.22,0.643,3445
0.00999,0.6,1422,458,55.19,0.617,3445
0.00999,0.6,1353,458,57.02,0.621,3435
0.00999,0.6,883,519,60.02,0.539,3420
0.00998,0.6,765,568,60.95,0.481,3420
0.00999,0.6,2589,399,50.73,0.702,3389
0.00999,0.6,2246,426,50.37,0.659,3461
0.00999,0.6,1912,427,53.63,0.663,3430
0.00999,0.6,1648,434,54.34,0.649,3409
0.00999,0.6,1422,438,52.8,0.639,3390
0.00999,0.6,1304,453,52.58,0.611,3390
0.00999,0.6,1549,435,49.71,0.633,3384
0.00999,0.6,1491,443,51.59,0.623,3390
0.00999,0.6,1079,483,54.78,0.567,3379
0.00999,0.6,961,506,54.97,0.535,3379
0.00999,0.6,853,523,54.2,0.512,3369
0.00999,0.6,3099,499,65.54,0.64,3909
0.00999,0.6,3040,487,66.96,0.672,3915
0.00999,0.6,2295,506,66.91,0.64,3893
